좋은 친구부터,내 얘기 좀 들어주라아~ 나 지금 무지 심각한 고민이 있어
,> 요즘 매일같이 xx을 먹고 있는데에 넘넘 좋아하는 음식이었거든? 근데 왠지 점점 질리는 것 같애~ 이제 한동안 xx은 쳐다도 보기 싫어! 이렇게 되면 어떡하지이~?
,"> 실은 저녁밥 먹고 디저트로 뭘 먹을지 정하질 못하겠어~ xx도 먹고 싶구, xx도 빼면 섭섭한데 앗, 그래! 둘 다 먹으면 되겠다아! 난 천재인가 봐~!"
,> 있지이~ 나 아침마다 빵을 먹거든 근데 젤 좋아하는 잼이 오늘 아침부터 보이질 않아서 넘 당황스러워~ 빈 병은 남아 있는데에 내용물만 쏙 사라졌지 뭐야아~ 왠지 사건의 냄새가 난다구우~!
,
,"나, 어젯밤에 진짜 좋은 꿈 꿨다아~"
,> 어제 커~다란 케이크를 나 혼자 실컷 먹는 꿈을 꿨거든~ 근데 배가 불러서 전부 다 먹질 못한 게 넘 아쉬웠어 배를 비운 채로 잠들면 전부 다 먹을 수 있겠지이~? 오늘은 간식 조금만 먹어야겠다아~
,> 사랑하는 울 할머니를 만났다구우~ 할머니가 만들어준 과자 진짜진짜 맛있었어~ xx한테도먹여주고 싶었는데에~
,> 자유롭게 하늘을 날아다니는 꿈이었어~! 풍경을 하늘에서 바라보는 게 진짜 좋았다구우~
,
,"있지이, 그거 알아? 별똥별을 보고 기도하면 소원이 이루어진대~"
,"> 나, 별똥별을 보면 엄청 큰 xx을 매일매일 먹게 해주세요! 하고 소원을 빌 거야아~ 혹시 이루어지면 xx한테도 쪼금 나누어줄게에~"
,> 별똥별을 보면 xx랑 더 친해지게 해주세요! 하고 소원을 빌 거야아~ 별똥별 얼른 보고 싶다아
,> 별똥별을 보면 멋있는 변신 로봇이 되게 해주세요!하고 소원을 빌 거야아~ 로봇은 맛있는 xx에서 힘을 얻으니까 잘 부탁해~!
,
,탈것이라면 뭐~든지 다 좋아하거든~ 지금 뭐가 제일 타고 싶냐며언
,> 자동차 타고 싶다아 여유로운 드라이브 재밌을 것 같아~ 나 말야아~ 언젠가 꼭 한 번 오픈카를 타보고 싶어~ 화창한 날에 달리면 넘넘 상쾌할 것 같애~ 비 오는 날은 홀딱 젖겠지만
,> 비행기 어떨까아~? 멀~리 떨어진 곳도 단번에 쓩~ 갈 수 있잖아~ 내 등에도 비행기처럼 멋진 날개가 달렸으면 좋겠다아~ 근데 옷이 안 맞으면 어떡하지이~
,> 바로바로 배~ 햇살에 반짝이는 바다~ 진짜 예쁘겠다아~ 닻을 올려라아~ 뱃머리를 오른쪽으로~! 어때~ 나 선장님 같지이~?
,
,"나 그림 그리기가 정말 좋아~ 색연필, 크레파스, 물감 다~ 써서 그리는 거야아~"
,> 색연필은 있지이 색이 부드럽고 예뻐어~ 깎고 남은 부스러기도 색색 빛깔 예쁘니까 왠지 버리기 아까워서 자꾸자꾸 모으게 돼~
,> 물감은 섞으면 여러 색깔이 나오는 게 재밌지이~ 붓 씻는 물통을 보면 그날 내 마음이 어떤 색인지도 알 수 있구우~ 오늘 내 마음은 무슨 색일까아~?
,> 크레파스는 쉽게 색칠할 수 있으니까 편하다구~! 그치만 너무 힘을 주면 금방 똑~ 부러지니까 살살 써야 해~
,
,내가 요즘 빠져 있는 야외 활동은 말이지이
,"> xx를 듣고 따라 부르는 거야아~! 바깥에서 커다란 소리로 노래하면 얼~마나 기분이 좋은데에~ 그치마안, 입을 너무 크게 벌리면 벌레가 입으로 쏘옥~ 들어갈 것 같아서 좀 가슴이 벌렁벌렁해"
,> 비행기처럼 달리기야아~! 양팔을 벌리고 바람을 맞으면서 달리면 지인~짜 기분이 좋아~ 사람이나 물건에는 안 부딪치게 조심하고 있으니까 걱정 안 해도 돼!
,"> 먹으면서 걸어다니기야아~! 집에서 먹는 거랑 밖에서 먹는 거랑은 같은 걸 먹어도 전혀 다른 느낌이라구우~ 쪼오끔 흘려도 된다는 그런 기분이 들어서 안심도 되고 아냐, 나 잘 치우고 있어!"
,
,"역시 내 최고의 장점은 어떤 거든 금방 알아챌 수 있는 훌륭한 코라고 생각해~! 냄새에 대해 궁금한 게 있을 땐 나한테 말해~ 잠잘 때랑 밥 먹을 때만 아니면 언제든지 달려갈 테니까아~근데 손님이 아직 0명이야아~ 너, 혹시 궁금한 냄새 없니?"
,
,저번에 들었는데에 내 옛날 친구들 사이에서 이상한 소문이 도는 모양이더라구우~ 내가 무인도에서 혼자 서바이벌 생활을 하고 있다나아? 그 얘기를 듣자마자 이 말이 튀어나왔어~ 귀신이 무서워서 아직 밤에 혼자 화장실도 못 가는데 그럴 리가아~ 지금 그 얘기로 난리래
베스트 프렌드 타입 A,"나, 어른이 되면 '슈퍼히어로'가 될 거다아~"
,> 혹시 xx가 위험에 처하면 내가 구해줄게에~! 변신 마스크를 써도 나인 줄 알아봐야 해~!
,"> 슈퍼히어로는 하늘을 날잖아~? 그러니까 도움이 필요한 애가 있으면 금방 도우러 갈 수 있겠지이~ 후후훗, xx도 도움이 필요하면 날 불러줘어~"
,> 강하고 멋지고 착하고 나도 그렇게 되고 싶어~ 분명 양파를 썰 때도 울지 않고 팍팍 썰겠지이~? 넘 대단해~
,
,"실은 나, 예전부터 남몰래 모으는 게 있어~"
,"> 에헤헤, 뭐냐며언 바로 '지우개 가루'야~ 아무 데도 쓸모없지만 조금씩 병에 모아서 구경하고 있어~ 내가 지운 글자들이 가루로 바뀐 걸 보면 참 신기해~"
,"> 에헤헤, 뭐냐며언 바로 '동그란 종이 딱지'야~ 언젠가 동전 대신 쓸 날이 올지도 모르잖아! 그렇게 되면 나도 부자가 되겠지이~?"
,"> 에헤헤, 궁금하지이? '주스 병뚜껑'이야아~! 어디에 쓸 수 있을지는 아직 잘 모르겠지만 말야아~"
,
,잠깐 내 얘기 좀 들어줄래? 지금 나 고민이 있거든~ 실은 불을 켜놓지 않으면 밤에 푹 잠들 수가 없어
,> 캄캄한 방에서어 갑자기 우당탕~ 하는 소리가 나면 으아앙~! 생각만 해도 무서워서어 혼자 화장실도 못 가겠어~! 내가 벌벌 떨고 있을 땐 xx가 날 구하러 와줘어~!
,"> 캄캄한 방에서 만약 귀신이 간지럽히면 어떡해나, 귀신도 무섭고 간지럼도 엄청 많이 탄다구우~! 무서운데 막 웃음이 나면 어째야 할지 모르겠다구우~!"
,> 캄캄한 방에서 만약 '그 검은 벌레'가 갑자기 나온다면 으아앙~! 생각만 해도 등이 간지러워어~! 나 혼자선 겁나니까아 너도 꼭 도우러 와야 해~!
,
,"얼마 전에 본 구름이 말야아, 바삭바삭한 크루아상이랑 꼭 닮은 거 있지이~ 넘 맛있어 보여서 잠시 하늘을 보고 걷다가 그만 넘어졌지 뭐야아~ 하하~ 맛있어 보이는 구름은 조심하도록 해~!"
,
,"나, 이담에 크면 멋지게 하늘을 날고 싶어~ 그치만 갑자기 날긴 어려우니까아 우선 꿈속에서 하늘을 나는 연습을 하려고 해~"
,"나, 이담에 크면 하늘을 날 수도 있지 않을까아~? 하는 생각이 들어~ 그치만 아주 어려울 테니까아 우선 꿈속에서 열심히 연습하려고 해~ xx도 하늘을 날고 싶다면 미리 연습해 둬어~!"
,
,"요즘 들어 나, xx에 푹 빠졌어~"
,> 그대로 먹어도 맛있지만 제대로 요리하면 더 맛있다구우~ 요리하는 사람이 정성을 담아서 만들기 때문이래~ 정성은 과연 무슨 맛이 날까아~
,> 그 새콤달콤한 향을 상상하기만 해도 막 행복한 기분이 들어~ 만약 집에 나무가 있으면 비가 내리든 꿈속에 있든 항상 그 향을 맡겠지이~
,> 만약 이 세상에서 xx가 하나도 남김없이 사라지면 내가 전부 다 먹어버려서 그렇다고 사람들이 오해할까아? 난 그냥 xx가 좋을 뿐인데에~
,
,"나느은, 몸을 좀 움직여주려고 가끔씩 체조를 해애~"
,"> 무릎을 구부리고 앉았다가아 다시 무릎을 쭉 펴서 일어나! 이러면 다리가 튼튼해지는 것 같거드은 그런데에, 집중을 안 하면 가끔 뒤로 넘어갈 것 같아서 겁이 날 때도 있어!"
,"> 몸을 앞으로 숙였다가아 다시 양팔을 벌려서 몸을 뒤로 젖혀! 이거, 몸이 쭈욱 늘어나서 기분 좋다구우~ 그치마안, 배가 빵빵할 때 하면 앞으로 숙일 때 배가 눌려서 좀 괴롭긴 해"
,"> 좌우 허벅지를 리듬에 맞춰서 번갈아 들어올리는 거야아! 이러면 몸이 따끈따끈해지거드은 얼핏 보면 춤추는 것 같아서 재밌겠다고 생각할지 모르겠지마안, 사실은 어엄청 힘들다구우~"
,> 한쪽 손을 들어올리면서 몸을 옆으로 구부려어! 겨드랑이 아래쪽 어딘가가 쭈~욱 늘어나서 조금 아프지만 상쾌하다구우~ 내가 추천하는 건 몸을 구부릴 때 반대쪽 손을 허리에 올리는 거야아! 좀 멋있지 않아~?
베스트 프렌드 타입 B,있지이~ 나 얼른 어른이 되려고 이것저것 도전하고 있어~
,> 예를 들면 블랙커피~! 엄청 쓴데에 꾹 참고 다 마시면 나도 어른이 된 기분이야아~! 근데 자기 전에 마시니까아 왠지 눈이 말똥말똥해져서 잠이 안 오더라구우~!
,> 뭐가 있냐며언 엄청 매운 카레라이스~! 근데 무지무지 매워서 입에 불이 나는 줄 알았어~! 아직 나한테는 우유가 많이 들어간 순한 맛 카레가 어울리나 봐~!
,> 하나 예를 들며언 코가 찡~한 고추냉이! 어른이 먹어도 눈물이 날 만한 양을 먹고서 나도 또르륵 눈물을 흘리지이~ 어른의 눈물 왠지 멋져어~
,
,내 주위에선 자꾸 이상한 일이 생기는 거 같애~
,"> 거울에 비친 내 모습은 평소랑 반대로 보이잖아~? 오른쪽 왼쪽은 반대로 되는데에 위랑 아래는 왜 거꾸로 안 바뀌지이~? 앗, 설마아~ 거울 속에 있는 나도 물구나무서기를 잘 못하는 걸까아~?"
,"> xx야, 넌 산타 할아버지가 8월에 뭐 하는지 알아~? 12월엔 선물을 나눠주느라 바쁜 것 같은데에 다른 계절엔 도통 보이질 않잖아~ 앗! 설마아~ xx 같은 거 먹으면서 한가하게 놀고 있나아~?"
,"> 나무랑 꽃에는 색깔이 있는데에 왜 물은 투명할까아~? 앗, 설마아~ 색을 칠하는 요정이 깜빡하고 안 칠한 건가아~? 나도 색칠하기 좋아하니까 시켜주면 도와줄 수 있는데에~!"
,
,xx야~ 이 얘기 알아~? '옛날 옛적 어느 마을에 할아버지랑 할머니가 살았습니다' '할아버지는 산으로 나무를 하러 가고 할머니는 강으로' 으음~ 뭐 하러 갔더라아~?
,"> 맞다아~! 낚시를 하러 강으로 간 거야아~ 요즘 같은 계절엔 어떤 물고기가 잘 낚일까아~? 꼬 르 륵~ 에헤헤, 물고기를 상상했더니 갑자기 배가 고파졌다아~!"
,> 빨래하러 갔지 차암~! 나 어렸을 때 강물에 수박을 담가 놨는데에 어느샌가 떠내려간 적이 있어~ 그래서 할머니 빨래도 떠내려가진 않을지 넘 걱정돼서 큰일이야아~!
,"> 혹시 바비큐 파티~?! 어쩌면 할머니가 생각보다 야외 활동을 즐겼을지도 몰라아~! 우후후, 재밌겠다아~ 나도 나도 같이 놀고 싶어~!"
,
,요즘 내가 궁금한 건 말이지이~
,> 물고기는 귀가 어디에 달렸나 하는 거야아~ 금붕어를 기른 적이 있는데에 귀가 있으면 내 비밀 얘기를 다 들었을지도 모르잖아~ 내 비밀을 다른 물고기들한테 말해버렸으면 어떡하지이~
